party_id	list_order	candidate_name	official_name	profile_url	biography_kk	photo_source_url	match_score	match_margin	match_status	photo_status	r2_key	public_photo_url	asset_rights_note	collected_at	profile_url_ru	biography_ru
baitaq	3	Амиртаев Азаматхан Сайлауович	Әміртаев Азаматхан Сайлауұлы	https://baytaq.kz/kk/candidates/amirtaev-azamathan-saylouovich	Әміртаев Азаматхан Сайлауұлы 1978 жылы 21 наурызда Жамбыл облысында туған. Жоғары білімді. О. А. Жәутіков атындағы республикалық физика-математика мектеп-интернатын, Алматы энергетика және байланыс институтын «Есептеу техникасы және бағдарламалық қамтамасыз ету» мамандығы бойынша, Қазақ ұлттық аграрлық университетін «Мемлекеттік жергілікті басқару» мамандығы бойынша тәмамдаған. Мәскеу қаласындағы «Сколково» басқару мектебінде Executive MBA бағдарламасы бойынша білім алған. Еңбек жолын ақпараттық технологиялар саласында бастап, «Kaznewtech» ЖШС директоры, «Қазақстан темір жолы» ҰК» АҚ информаттандыру бағытындағы кеңесшісі қызметтерін атқарды. Сондай-ақ Қазақстандық бағдарламалық қамтамасыз ету компаниялары қауымдастығының вице-президенті және президенті болды. 2014-2016 жылдары «Инвесторлар альянсы» қоғамдық бірлестігінің президенті қызметін атқарды. 2016 жылдан бері «Байтақ-Болашақ» экологиялық қозғалысы» республикалық қоғамдық бірлестігінің президенті. Қазақстан Республикасы Президенті жанындағы Ұлттық қоғамдық сенім кеңесінің мүшесі (2019-2020), «ҚазАгро» ұлттық басқарушы холдингі» АҚ директорлар кеңесінің мүшесі (2020-2021), Қазақстан Республикасы Президенті жанындағы Ұлттық Құрылтай мүшесі. Қазақстанның «Байтақ» жасылдар партиясының негізін қалаушылардың бірі. Экологиялық саясатты дамыту, қоршаған ортаны қорғау, тұрақты даму және азаматтардың экологиялық мәдениетін арттыру бағытында жұмыс жүргізіп келеді. «Шапағат» медалімен (2020), «Құрмет» орденімен (2026) марапатталған. «Жыл меценаты» номинациясы бойынша «Халық сүйіктісі-2014» ұлттық сыйлығының иегері. Үйленген, төрт бала тәрбиелеп отыр. Қазақ, орыс және ағылшын тілдерін меңгерген.	https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-23%2520at%252012.39.07%2520PM.jpeg&w=3840&q=75	0.940	0.277	MATCHED	UPLOADED	candidates/baitaq/3.jpg	https://assets.open-quryltai.org/candidates/baitaq/3.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:11Z	https://baytaq.kz/ru/candidates/amirtaev-azamathan-saylouovich	Азаматхан Амиртаев Сайлауович родился 21 марта 1978 года в Жамбылской области. Имеет высшее образование. Окончил Республиканскую специализированную физико-математическую школу-интернат имени Жаутыкова, Алматинский институт энергетики и связи по специальности «Вычислительная техника и программное обеспечение», Казахский национальный аграрный университет по специальности «Государственное местное управление». Получил степень Executive MBA в Московской школе управления «Сколково». Профессиональную деятельность начал в сфере информационных технологий. Работал директором Алматинского филиала пейджинговой компании, директором ТОО «Kaznewtech», советником руководства АО «НК «Қазақстан Темір Жолы» по вопросам информатизации. Также занимал должности вице-президента и президента Казахстанской ассоциации софтверных компаний. В 2014-2016 годах — президент ОО «Альянс инвесторов». С 2016 года — президент Республиканского общественного объединения «Экологическое движение «Байтақ-Болашақ». Являлся членом Национального совета общественного доверия при Президенте Республики Казахстан, членом совета директоров АО «Национальный управляющий холдинг «КазАгро», член Национального курултая при Президенте Республики Казахстан. Один из инициаторов развития экологического движения «Байтақ». Занимается вопросами защиты окружающей среды, развития экологической политики, устойчивого развития и повышения экологической культуры общества. Награжден медалью «Шапағат» (2020) и орденом «Құрмет» (2026). Лауреат национальной премии «Народный любимец-2014» в номинации «Меценат года». Женат, воспитывает четверых детей. Владеет казахским, русским и английским языками.
baitaq	6	Әмірова Шолпан Кеңесқызы	Әмірова Шолпан Кенесқызы	https://baytaq.kz/kk/candidates/amirova-sholpan-keneskyzy		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2590%25D0%25BC%25D0%25B8%25D1%2580%25D0%25BE%25D0%25B2%25D0%25B0%2520%25D0%25A8%25D0%25BE%25D0%25BB%25D0%25BF%25D0%25B0%25D0%25BD.PNG&w=3840&q=75	1.000	0.458	MATCHED	UPLOADED	candidates/baitaq/6.jpg	https://assets.open-quryltai.org/candidates/baitaq/6.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:13Z	https://baytaq.kz/ru/candidates/amirova-sholpan-keneskyzy	Амирова Шолпан Кенескызы — эксперт в сфере недропользования, землепользования, природных ресурсов и инвестиционных проектов с более чем 20-летним профессиональным опытом. Прошла путь от главного специалиста государственного органа до руководителя компаний, работающих в сфере освоения природных ресурсов и реализации инвестиционных проектов. В профессиональной деятельности специализируется на сопровождении проектов недропользования, взаимодействии с государственными органами, подготовке контрактов, лицензий, технико-экономических обоснований и инвестиционных программ. При её участии подготовлено и согласовано более 50 контрактов и лицензий на право недропользования, реализован ряд инвестиционных проектов. Трудовую деятельность начала в Департаменте природных ресурсов и регулирования природопользования Атырауской области. В дальнейшем работала в Управлении природных ресурсов Атырауской области, АО «СПК «Атырау», а также занимала руководящие должности в ТОО «Атырау Тау Кен» и «Tau Ken Geology», где отвечала за развитие бизнеса, стратегическое управление и взаимодействие с инвесторами. Имеет два высших образования — инженерно-техническое и юридическое, является сертифицированным медиатором. В 2023 году участвовала в выборах депутатов Атырауского областного маслихата от Казахстанской партии зелёных «Байтақ», подтверждая активную гражданскую позицию и стремление к развитию региона.
baitaq	2	Айбеков Елдос Айбекұлы	Айбеков Елдос Айбекұлы	https://baytaq.kz/kk/candidates/aybekov-aydos-aybekuly		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2590%25D0%25B9%25D0%25B1%25D0%25B5%25D0%25BA%25D0%25BE%25D0%25B2%2520%25D0%2590%25D0%25B9%25D0%25B4%25D0%25BE%25D1%2581%2520%25D0%2590%25D0%25B9%25D0%25B1%25D0%25B5%25D0%25BA%25D2%25B1%25D0%25BB%25D1%258B.PNG&w=3840&q=75	1.000	0.347	MATCHED	UPLOADED	candidates/baitaq/2.jpg	https://assets.open-quryltai.org/candidates/baitaq/2.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:17Z	https://baytaq.kz/ru/candidates/aybekov-aydos-aybekuly	Айбеков Елдос Айбекулы — общественный деятель, управленец и эксперт в области образования, цифровых технологий и устойчивого развития. Имеет высшее образование в сфере финансов. Является основателем научно-исследовательского института и автором образовательных проектов, направленных на развитие предпринимательства и экологического мышления. В разные годы работал на государственной службе, в бизнесе и научной сфере. В настоящее время занимает должность заместителя председателя Алматинского областного филиала Казахстанской партии зелёных «Байтақ» и является членом Политического бюро партии. Координирует работу регионального филиала, активно участвует в реализации экологических и общественных инициатив. В своей профессиональной и общественной деятельности уделяет особое внимание развитию экологического образования, внедрению цифровых технологий, продвижению зелёной экономики и принципов устойчивого развития. Награждён государственной медалью Республики Казахстан «Шапағат» за вклад в общественную деятельность и развитие социальных инициатив.
baitaq	4	Амиртаев Сапар Абдраманович	Әміртаев Сапар Әбдіраманұлы	https://baytaq.kz/kk/candidates/amirtaev-sapar-abdramanovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%25A1%25D0%25B0%25D0%25BF%25D0%25B0%25D1%2580.jpeg&w=3840&q=75	0.946	0.258	MATCHED	UPLOADED	candidates/baitaq/4.jpg	https://assets.open-quryltai.org/candidates/baitaq/4.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:20Z	https://baytaq.kz/ru/candidates/amirtaev-sapar-abdramanovich	Амиртаев Сапар Абдраманович родился 19 июля 1962 года в городе Шымкент. Имеет высшее юридическое образование, в 1984 году окончил юридический факультет Казахского государственного университета имени С.М. Кирова. Трудовую деятельность начал в органах внутренних дел Республики Казахстан, где более 19 лет работал на различных следственных и руководящих должностях. Прошел путь от следователя районного отдела внутренних дел до заместителя начальника ГУВД Южно-Казахстанской области по следствию, а также занимал руководящие должности в системе МВД и Департамента финансовой полиции. С 2003 года осуществляет адвокатскую деятельность, являясь членом Южно-Казахстанской, а затем Туркестанской областной коллегии адвокатов. В 2024–2025 годах входил в состав Высшего Судебного Совета Республики Казахстан. В настоящее время продолжает профессиональную деятельность в качестве адвоката Туркестанской областной коллегии адвокатов. Обладает многолетним опытом работы в сфере уголовного права, следствия, защиты прав и законных интересов граждан, а также совершенствования судебно-правовой системы. Женат, воспитал троих детей.
baitaq	1	Абдуалиева Айгуль Кадесовна	Әбдуалиева Айгүл Қадесқызы	https://baytaq.kz/kk/candidates/abdualieva-aygul-kadesovna		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2590%25D0%25B9%25D0%25B3%25D1%2583%25D0%25BB%25D1%258C%2520%25D0%259A%25D0%25B0%25D0%25B4%25D0%25B5%25D1%2581%25D0%25BE%25D0%25B2%25D0%25BD%25D0%25B0.jpeg&w=3840&q=75	0.933	0.358	MATCHED	UPLOADED	candidates/baitaq/1.jpg	https://assets.open-quryltai.org/candidates/baitaq/1.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:22Z	https://baytaq.kz/ru/candidates/abdualieva-aygul-kadesovna	Абдуалиева Айгуль Кадесовна — кандидат медицинских наук, эксперт в области экологии, общественного здравоохранения и устойчивого развития, общественный деятель. Имеет более 25 лет профессионального опыта в сфере здравоохранения, экологии, науки и государственного управления. В разные годы работала врачом и руководителем медицинских организаций. В настоящее время является президентом Международной академии экологии, председателем технического комитета по стандартизации ТК 60 «Экология» и председателем Международной ассоциации производителей экологически чистой продукции. Активно участвует в развитии экологической стандартизации, сертификации и внедрении международных практик устойчивого развития в Казахстане. В своей профессиональной и общественной деятельности уделяет особое внимание вопросам экологической культуры, охраны окружающей среды, устойчивого развития и экологического образования. Руководит крупными республиканскими и международными экологическими проектами, является автором более 20 научных и учебно-методических трудов. За вклад в развитие здравоохранения, экологической политики и общественную деятельность награждена государственными и ведомственными наградами.
baitaq	5	Аскаров Бекзат Ерикович	Асқаров Бекзат Ерікұлы	https://baytaq.kz/kk/candidates/askarov-bekzat-erikovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%25209.03.54%2520PM.jpeg&w=3840&q=75	0.925	0.342	MATCHED	UPLOADED	candidates/baitaq/5.jpg	https://assets.open-quryltai.org/candidates/baitaq/5.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:24Z	https://baytaq.kz/ru/candidates/askarov-bekzat-erikovich	Аскаров Бекзат Ерикович родился 26 апреля 1988 года в городе Алматы. Имеет высшее образование. Окончил Казахский агротехнический университет имени С. Сейфуллина, Казахский национальный университет искусств, а также Академию «Кокше» по специальности «Юриспруденция». Трудовую деятельность начал в 2008 году в сфере средств массовой информации. Работал журналистом на телеканалах «Астана», «Седьмой канал» и КТК. Позже занимал должности эксперта и главного эксперта в Комитете внутреннего государственного аудита и финансового контроля Министерства финансов Республики Казахстан, где получил опыт в сфере государственного аудита, финансового контроля и государственных закупок. Является сертифицированным государственным аудитором Республики Казахстан. В разные годы работал заместителем председателя Объединения юридических лиц «Международный союз поэтов», методистом АО «Центр электронных финансов», помощником депутата Мажилиса Парламента Республики Казахстан, а также директором департамента Альянса предпринимателей «Parasat». В настоящее время занимается юридической практикой. Специализируется на вопросах государственных закупок, государственного аудита, финансового контроля, представительстве в судах по гражданским и административным делам, а также защите прав и законных интересов граждан и организаций. Сын известного казахского писателя и общественного деятеля Еріка Аскарова. Женат, воспитывает троих детей. Считает своими главными принципами служение стране, верховенство закона и защиту принципов справедливости и ответственности.
baitaq	7	Байзаханов Аслан Адильханович	Байзаханов Аслан Әділханұлы	https://baytaq.kz/kk/candidates/bayzahanov-aslan-adil-hanovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2591%25D0%25B0%25D0%25B9%25D0%25B7%25D0%25B0%25D1%2585%25D0%25B0%25D0%25BD%25D0%25BE%25D0%25B2%2520%25D0%2590%25D1%2581%25D0%25BB%25D0%25B0%25D0%25BD.JPG&w=3840&q=75	0.945	0.389	MATCHED	UPLOADED	candidates/baitaq/7.jpg	https://assets.open-quryltai.org/candidates/baitaq/7.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:26Z	https://baytaq.kz/ru/candidates/bayzahanov-aslan-adil-hanovich	Байзаханов Аслан Адильханович — врач, эксперт в области общественного здравоохранения и общественный деятель. Более 15 лет работает в сфере здравоохранения, обладает большим опытом в области медицинского менеджмента, стратегического развития медицинских организаций и реализации государственных проектов. В разные годы работал преподавателем, руководителем медицинских организаций и структурных подразделений квазигосударственного сектора. В настоящее время является активным членом Алматинского городского филиала Казахстанской партии зелёных «Байтақ». В своей профессиональной и общественной деятельности уделяет особое внимание вопросам общественного здравоохранения, экологической безопасности, эффективного государственного управления и развития гражданского общества. За вклад в развитие отечественного здравоохранения награждён нагрудным знаком «Алтын Дәрігер» и отмечен благодарственными письмами государственных органов и Президента Республики Казахстан.
baitaq	8	Байтемиров Турсынбек Шерниязович	Байтеміров Тұрсынбек Шерниязұлы	https://baytaq.kz/kk/candidates/baytemirov-tursynbek-sherniyazovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D0%2591%25D0%25B0%25D0%25B9%25D1%2582%25D0%25B5%25D0%25BC%25D0%25B8%25D1%2580%25D0%25BE%25D0%25B2%2520%25D0%25A2%25D1%2583%25D1%2580%25D1%2581%25D1%258B%25D0%25BD%25D0%25B1%25D0%25B5%25D0%25BA%2520%25D0%25A8%25D0%25B5%25D1%2580%25D0%25BD%25D0%25B8%25D1%258F%25D0%25B7%25D0%25BE%25D0%25B2%25D0%25B8%25D1%2587.JPG&w=3840&q=75	0.954	0.433	MATCHED	UPLOADED	candidates/baitaq/8.jpg	https://assets.open-quryltai.org/candidates/baitaq/8.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:30Z	https://baytaq.kz/ru/candidates/baytemirov-tursynbek-sherniyazovich	Байтемиров Турсынбек Шерниязович – инженер-механик, руководитель в сфере промышленности и водоснабжения. Родился в 1967 году в Западно-Казахстанской области. Окончил Западно-Казахстанский сельскохозяйственный институт по специальности «Инженер-механик». Проходил службу в Воздушно-десантных войсках СССР, является ветераном боевых действий в Нагорном Карабахе. Трудовую деятельность начал на Уральском механическом заводе, затем работал на государственной службе и в промышленной сфере. Возглавлял отдел промышленности Департамента промышленности и топливно-энергетического комплекса Западно-Казахстанской области, занимался предпринимательской деятельностью. В 2019–2025 годах работал на АО «Уральский завод „Зенит“», где занимал руководящие должности в сфере маркетинга и сбыта, а также возглавлял профсоюзную организацию предприятия. Награждён медалью «Почётный машиностроитель Казахстана». С 2025 года является генеральным директором ТОО «БатысСуШар». В своей профессиональной и общественной деятельности уделяет особое внимание развитию инфраструктуры водоснабжения, обеспечению населения качественной питьевой водой, вопросам экологической безопасности и устойчивого развития регионов.
baitaq	9	Баубек Нариман Асқарұлы	Баубек Нариман Асқарұлы	https://baytaq.kz/kk/candidates/baubek-nariman-askaruly		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2F%25D1%2584%25D0%25BE%25D1%2582%25D0%25BE2.png&w=3840&q=75	1.000	0.399	MATCHED	UPLOADED	candidates/baitaq/9.jpg	https://assets.open-quryltai.org/candidates/baitaq/9.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:33Z	https://baytaq.kz/ru/candidates/baubek-nariman-askaruly	Баубек Нариман Аскарович — инженер, эксперт в области науки, экологии и экологических технологий. Имеет образование в сфере менеджмента, химической технологии и радиационной безопасности. Трудовую деятельность начал в Министерстве труда и социальной защиты Республики Казахстан. В дальнейшем занимал руководящие должности в сфере инжиниринга, промышленности и научно-исследовательской деятельности. С 2018 года является директором ТОО «Baiterek Engineering», где руководит научно-исследовательскими проектами в области экологии, рационального природопользования, энергосбережения, управления отходами, очистки загрязнённых вод, снижения выбросов парниковых газов и внедрения наилучших доступных технологий. Автор и соавтор научных публикаций, монографии, а также ряда изобретений и патентов, зарегистрированных в Казахстане, России и Европе. С 2025 года является членом Научно-технического совета Министерства промышленности и строительства Республики Казахстан, с 2026 года — внештатным советником председателя правления Внешнеторговой палаты Республики Казахстан по вопросам развития биофармацевтической отрасли и научно-технического сотрудничества. С 2025 года возглавляет Астанинский городской филиал Казахстанской партии зелёных «Байтақ». В своей общественной деятельности уделяет особое внимание развитию науки и отечественного производства, внедрению современных технологий, экологической безопасности и повышению качества жизни граждан.
baitaq	11	Бекахметов Габит Кайратович	Бекахметов Ғабит Қайратұлы	https://baytaq.kz/kk/candidates/bekahmetov-gabit-kayratovich		https://baytaq.kz/_next/image?url=https%3A%2F%2Fbaytaq.kz%2Fapi%2Fmedia%2Ffile%2FWhatsApp%2520Image%25202026-07-22%2520at%25205.34.00%2520PM%2520(1).jpeg&w=3840&q=75	0.940	0.315	MATCHED	UPLOADED	candidates/baitaq/11.jpg	https://assets.open-quryltai.org/candidates/baitaq/11.jpg	Official Baitaq party source; no separate license declaration found.	2026-08-16T22:54:37Z	https://baytaq.kz/ru/candidates/bekahmetov-gabit-kayratovich	Габит Бекахметов — казахстанский эксперт и предприниматель в сфере образования, выпускник Duke University (США) и University of Oxford (Великобритания). Более 15 лет занимается развитием образовательных инициатив, направленных на внедрение международных стандартов обучения и подготовку конкурентоспособного поколения молодых лидеров. В разные годы возглавлял Республиканскую физико-математическую школу (РФМШ), курируя развитие филиалов в Астане и Алматы, а также подготовку учащихся к международным предметным олимпиадам. Сегодня является основателем образовательного акселератора Maruf Fellows, консалтинговой компании Paradigm Shift и инициатором инновационных проектов Urban School, EdVille International School и Perspective School. Занимается стратегическим развитием образовательных организаций, подготовкой будущих лидеров, сопровождением поступления студентов в ведущие мировые университеты и внедрением современных образовательных решений. Автор нескольких книг по вопросам образования, развития мышления и будущего общества. Продолжает активно участвовать в развитии и модернизации образовательной системы Казахстана.
