party_id	official_candidate_text_kk	photo_source_url	official_source_url	collected_at
ak_zhol	АРЫСТАНОВА Айгерім Атығайқызы - «Ақ жол» Демократиялық партиясының жастар кәсіпкерлігін қолдау қызметінің басшысы;	https://akzhol.kz/uploads/17832474231.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	АХМЕТЖАЕВ Дәурен Хайруллаұлы - «Ақ жол» Демократиялық партиясы Жамбыл облыстық мәслихатының депутаты, «Даниял құрылыс дизайн» ЖШС директоры;	https://akzhol.kz/uploads/17832474362.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ӘБІЛДИН Ермек Төлеуұлы - «Ақ жол» Демократиялық партиясы Қарағанды облыстық филиалының төрағасы, Қарағанды облыстық мәслихатының VIII шақырылым депутаты;	https://akzhol.kz/uploads/17832474533.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ӘУЕС Жоламан Бейсеханұлы - Шу аудандық мәслихатының VIII шақырылым депутаты, кәсіпкер;	https://akzhol.kz/uploads/17832474654.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	БАРЛЫБАЕВ Ерлан Хайланұлы - «Ақ жол» Демократиялық партиясы төрағасының орынбасары, ҚР Парламент Мәжілісінің VIII шақырылым депутаты;	https://akzhol.kz/uploads/17832474775.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	БЕЙСЕНБАЕВ Ержан Алмабекұлы - ҚР Парламент Мәжілісінің VIІI шақырылым депутаты;	https://akzhol.kz/uploads/17832474896.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	БЕЛШЕР Нұрлан Түкмағанбетұлы - «Ақ жол» Демократиялық партиясы Жаңаөзен қалалық мәслихатының VIII шақырылым депутаты, «KazPetroDrilling» АҚ президенті;	https://akzhol.kz/uploads/17832475567.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	БИБАЕВ Бақтыбек Сәлбекұлы - Атырау облысындағы Texol компаниялар тобының GR-директоры;	https://akzhol.kz/uploads/17832475688.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	БИСЕНОВ Бекнұр Амантайұлы - «Ақ жол» Демократиялық партиясы Маңғыстау облыстық мәслихатының VIІI шақырылым депутаты, «KMG EP-Catering» ЖШС Атырау филиалының директоры;	https://akzhol.kz/uploads/17832475799.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ДҮЙСЕМБИНОВ Берік Сәлімжанұлы - «Ақ жол» Демократиялық партиясы Саяси кеңесінің мәслихаттармен жұмыс жөніндегі хатшысы;	https://akzhol.kz/uploads/178324759010.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЕГІНБАЕВ Ермек Молдақұлұлы - «Ақ жол» Демократиялық партиясы Жетісу облыстық филиалының төрағасы, Жетісу облыстық мәслихатының VIІI шақырылым депутаты;	https://akzhol.kz/uploads/178324760111.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЕЛУБАЕВА Марал Қуандыққызы - «П.М. Поспелов атындағы Қарағанды медицина университеті» КеАҚ Педиатрия мектебінің деканы;	https://akzhol.kz/uploads/178324761212.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЕРУБАЕВ Серік Сәрсенұлы - «Ақ жол» Демократиялық партиясы төрағасының орынбасары, ҚР Парламент Мәжілісінің VIII шақырылым депутаты;	https://akzhol.kz/uploads/178324762513.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЕСПАЕВА Дания Мәдиқызы - «Ақ жол» Демократиялық партиясының төрағасы, ҚР Парламент Мәжілісінің VIII шақырылым Вице спикері, ҚР тарихындағы Президенттікке кандидат болған алғашқы әйел (2019 ж.);	https://akzhol.kz/uploads/178324763714.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЖАЛМҰҚАНОВА Ләззат Жұмағұлқызы - Петропавл қалалық мәслихатының VIII шақырылым депутаты;	https://akzhol.kz/uploads/178324766715.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЖАМПИИСОВ Рамазан Көпесбайұлы - ЖШС «EcoSolutions Group» Бас директоры;	https://akzhol.kz/uploads/178324810816.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЖАУКЕБАЕВ Бек-Мұхамед Мейірбекұлы - «Ақ жол» Демократиялық партиясы Жастар кеңесінің мүшесі, Ұлттық Жастар дебаттық лигасының негізін қалаушы;	https://akzhol.kz/uploads/178324769617.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЖҰМАҒАЛИЕВ Рустам Айсұлтанұлы - «Ақ жол» Демократиялық партиясы Саяси кеңесінің құқықтық жұмыс жөніндегі хатшысы	https://akzhol.kz/uploads/178324778918.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ЖҰТАЕВ Махаббат Сағынбайұлы - «Ақ жол» Демократиялық партиясы Қостанай облыстық филиалының төрағасы, Қостанай облыстық мәслихатының VIІI шақырылым депутаты;	https://akzhol.kz/uploads/178324814019.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ИБАТУЛЛИНА Эльмира - «First Legal Consulting Group» ЖШС басқарушы серіктесі;	https://akzhol.kz/uploads/178324815520.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ИСА Қазыбек Жарылқасынұлы - «Ақ жол» Демократиялық партиясы төрағасының орынбасары, ҚР Парламент Мәжілісінің VIII шақырылым депутаты;	https://akzhol.kz/uploads/178324818021.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ИСИН Әлібек Ерлікұлы - «Ақ жол» Демократиялық партиясы Ұлытау облыстық филиалының төрағасы, «SAMADI» ЖШС бас директоры;	https://akzhol.kz/uploads/178324820022.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ҚАБДЫҒАЛИЕВА Мейрамгүл Кенжеғалиқызы - Астана қалалық мәслихатының VIІI шақырылым депутаты, «Қазақстан магнезит бұйымдары зауыты» ЖШС-нің басқарушы директоры;	https://akzhol.kz/uploads/178324823323.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ҚАЙРКАН Азат Серікжанұлы - «Best Product Pavlodar» ЖШС байқау кеңесінің төрағасы;	https://akzhol.kz/uploads/178324828224.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	КАЛИНКИН Анатолий Дмитриевич - Депутат VIII созыва городского маслихата г. Семей, Директор, соучредитель ТОО «Discovery Coffee Semey»;	https://akzhol.kz/uploads/178324832025.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	КИНСФАТЕР Артур Сергеевич - Заместитель председателя Карагандинского областного филиала партии «Ак жол»;	https://akzhol.kz/uploads/178324861526.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	КИНЦЕЛЬ Евгений Юрьевич - Председатель Партийной комиссии Демократической партии «Ак жол», Депутат Северо-Казахстанского областного маслихата VIII созыва;	https://akzhol.kz/uploads/178324863327.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ҚОЖАХМЕТОВ Асылхан Төлепбергенұлы - «Ақ жол» Демократиялық партиясы Саяси кеңесінің хатшысы, «Ақ жол» Демократиялық партиясы Орталық аппаратының жетекшісі;	https://akzhol.kz/uploads/178324870728.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
ak_zhol	ҚОРҒАНБАЕВ Батыржан - Маңғыстау облыстық мәслихатының VIII шақырылым депутаты, «KMG – SECURITY» ЖШС Жаңаөзен қаласындағы филиалының директоры;	https://akzhol.kz/uploads/178324871829.jpg	https://akzhol.kz/kk/blog/a-zhol-demokratiial-partiias-sajlauald-badarlamas-men-rltaj-deputattna-kandidattar-tzmn-bektt	2026-08-16T23:10:18Z
